"X","Y","ST","BCR","selected"
-82.7237846841285,29.0024942433744,"FL",31,"1"
-81.5154917775943,26.8574877708916,"FL",31,"0"
-80.9895066782917,26.0531868012339,"FL",31,"0"
-80.9750870642546,27.238857614559,"FL",31,"1"
-80.3056500341227,25.2755711119444,"FL",31,"1"
-81.4410406756678,25.9936095387418,"FL",31,"1"
-81.0966089932663,26.6914257165132,"FL",31,"1"
-81.8899667175829,26.7111540358827,"FL",31,"1"
-81.3277036345361,26.2809949075767,"FL",31,"1"
-81.4713124104759,26.532192176683,"FL",31,"1"
-83.552584964088,31.9639699643426,"GA",27,"0"
-83.8868401760596,31.0988559598666,"GA",27,"0"
-82.0994750942169,32.8456490069275,"GA",27,"1"
-83.2220455477777,30.6574600259221,"GA",27,"0"
-81.8647112329846,31.7876803338114,"GA",27,"0"
-82.367099301483,32.2424763338718,"GA",27,"1"
-84.4915551618157,31.351939134121,"GA",27,"1"
-81.8410997370756,32.5308007722696,"GA",27,"0"
-83.0836235122688,32.5658595497904,"GA",27,"0"
-84.6911431106278,31.1006489884899,"GA",27,"1"
-81.4883186469005,32.3208475341698,"GA",27,"0"
-84.5100256862489,31.7872589761683,"GA",27,"1"
-82.4333012432572,30.9193076713045,"GA",27,"0"
-84.9447034962532,31.4571001826915,"GA",27,"1"
-81.2353546188231,31.5160628559652,"GA",27,"1"
-82.5779346951321,30.6456415069138,"GA",27,"1"
-83.822436166234,32.6280894429807,"GA",27,"1"
-82.2510241808245,31.4564966877654,"GA",27,"0"
-83.8870495320839,30.8486534968644,"GA",27,"0"
-83.4273157912788,32.8965106582344,"GA",27,"1"
-82.8525399360864,31.9234146598474,"GA",27,"1"
-85.0300513228989,31.7636636916194,"GA",27,"1"
-82.1895879782158,30.4782698022151,"GA",27,"0"
-82.1578153145629,33.4169820835211,"GA",27,"0"
-81.9029453905243,33.173435705219,"GA",27,"0"
-84.4036991977981,30.841822792032,"GA",27,"0"
-81.7350047901447,31.424242413383,"GA",27,"0"
-84.7937262321956,32.582688023243,"GA",27,"1"
-81.821091558074,30.8599181448593,"GA",27,"0"
-84.3424178048669,32.041611321687,"GA",27,"0"
-82.398496197502,31.2540314531495,"GA",27,"0"
-82.9232061279624,31.0498735780381,"GA",27,"0"
-84.2336730203542,31.5843135055369,"GA",27,"1"
-82.8932043421061,32.7676903904969,"GA",27,"1"
-81.1448445024226,31.8586829999109,"GA",27,"0"
-83.3524388433243,32.3131238916994,"GA",27,"1"
-81.6630313719036,31.1423572067672,"GA",27,"1"
-83.3924164840204,31.5223751017971,"GA",27,"1"
-83.7658233800221,31.3774322343507,"GA",27,"0"
-82.724217464601,31.659080022861,"GA",27,"1"
-82.8466204980973,33.1204055937201,"GA",27,"1"
-83.2235759713537,31.2951460745123,"GA",27,"0"
-83.8866355593817,32.1702244346532,"GA",27,"1"
-84.8850610937311,32.1468707152262,"GA",27,"1"
-81.8549627552973,32.0198994211473,"GA",27,"0"
-83.7980555725179,31.6408673610504,"GA",27,"0"
-81.5090034260308,32.7154283665079,"GA",27,"1"
-82.4787186302,32.5870363598084,"GA",27,"0"
-83.4092594171132,30.9737213577233,"GA",27,"1"
-84.2593984892258,32.4346764299358,"GA",27,"1"
-84.1823830811543,34.3913845661942,"GA",28,"0"
-85.3117302039106,34.9573208954481,"GA",28,"0"
-85.3022859545882,34.236173214981,"GA",28,"0"
-83.2838048520242,34.906104153599,"GA",28,"0"
-84.6927369591064,34.4363175570752,"GA",28,"1"
-85.2901401866299,34.7060085612527,"GA",28,"1"
-83.9991767130178,34.7193700297886,"GA",28,"1"
-84.6842681769517,34.2090835970971,"GA",28,"1"
-83.6924392999224,33.3377465757563,"GA",29,"0"
-85.1753215571487,33.5172724235089,"GA",29,"0"
-83.2300271242942,34.5792715396862,"GA",29,"0"
-82.2129496816911,33.5827787185047,"GA",29,"1"
-83.6140292762488,34.0117285692157,"GA",29,"0"
-83.7403314459083,33.0007771008227,"GA",29,"0"
-84.6451720686749,32.6504684405415,"GA",29,"1"
-83.9416536432553,33.8106595339854,"GA",29,"0"
-83.0441046608457,34.0092746238141,"GA",29,"1"
-84.4241717216818,33.4185539048872,"GA",29,"1"
-83.4196447775073,33.7895186515892,"GA",29,"1"
-84.726307034148,34.0497898618768,"GA",29,"1"
-82.8279873077443,34.3323613410927,"GA",29,"0"
-82.8720533761319,33.7113990687902,"GA",29,"1"
-84.0035076565225,33.5158423845067,"GA",29,"1"
-83.2435085701079,33.5349158364105,"GA",29,"0"
-84.7400900358085,33.0575017626059,"GA",29,"0"
-84.1839260077313,33.1744534414043,"GA",29,"1"
-84.0373726380946,32.8385388966569,"GA",29,"0"
-83.1124636001866,33.189219487526,"GA",29,"0"
-84.8377958431539,33.3025297728194,"GA",29,"1"
-84.0433801787368,34.3345161951018,"GA",29,"1"
-73.2818885720337,42.2742580126212,"MA",14,"1"
-72.8931840573511,42.4459006831387,"MA",14,"0"
-72.7148235015659,42.6569168181249,"MA",14,"0"
-72.1687542873195,42.6057828671622,"MA",14,"1"
-71.1928279205533,42.2946591377871,"MA",30,"1"
-71.6373848577132,42.1483338423967,"MA",30,"0"
-71.5827873483359,42.5261134595416,"MA",30,"1"
-70.8410472729075,41.9105155463326,"MA",30,"0"
-70.9049579077673,41.4280236884204,"MA",30,"1"
-72.5109644396322,42.3387455069009,"MA",30,"0"
-70.9494505353059,42.8206049490763,"MA",30,"0"
-72.4066670295214,42.0487289702368,"MA",30,"1"
-77.6932176072476,39.6683509987459,"MD",28,"1"
-79.2312710323765,39.3664728099054,"MD",28,"0"
-77.0380297405175,39.334721152721,"MD",29,"0"
-76.5807074042507,39.4781222000718,"MD",29,"1"
-77.4062317586193,39.084835815423,"MD",29,"0"
-77.1283067577179,39.6350447331632,"MD",29,"1"
-76.3308058593195,38.9826654448963,"MD",30,"1"
-76.579829816923,38.590688606936,"MD",30,"1"
-75.7130157332127,38.1631385947835,"MD",30,"0"
-75.7211931139868,38.7425205103264,"MD",30,"0"
-76.3972670299045,38.1133695908986,"MD",30,"0"
-76.8839056241465,38.3108708695646,"MD",30,"1"
-75.8596718850425,39.3915867480217,"MD",30,"1"
-75.3385815515657,38.3867928094231,"MD",30,"0"
-67.3302724670325,44.9511211817363,"ME",14,"0"
-70.8117973040536,43.7785434962165,"ME",14,"0"
-70.1232160613486,43.9742681729581,"ME",14,"0"
-69.2088933294353,44.6383623035183,"ME",14,"0"
-68.2938771369948,44.3230995383188,"ME",14,"1"
-69.0879015543769,45.9531779750437,"ME",14,"0"
-70.8225356174353,44.0403378548483,"ME",14,"0"
-70.1854843540412,44.8148598496707,"ME",14,"1"
-67.7663415393418,45.3491442636637,"ME",14,"0"
-67.9268470089119,46.8909964805701,"ME",14,"0"
-69.7402524999206,46.1262853745721,"ME",14,"1"
-68.7176393351644,44.5115179198474,"ME",14,"0"
-68.2600858170214,44.726274350314,"ME",14,"1"
-68.898064830751,44.9504895088953,"ME",14,"1"
-70.2366993358145,43.7343246353721,"ME",14,"0"
-68.5076422625719,46.4757491033465,"ME",14,"1"
-68.7546913379679,45.7145364494144,"ME",14,"0"
-70.8314574716415,44.3306742308289,"ME",14,"1"
-70.0223275987926,45.3563662262837,"ME",14,"0"
-68.8780733932854,45.3093981057067,"ME",14,"1"
-69.184299044671,45.5715230248312,"ME",14,"0"
-69.1513367875075,46.7711239601489,"ME",14,"0"
-69.0360895952416,47.0205849659998,"ME",14,"0"
-68.2714608593945,45.4816592593854,"ME",14,"1"
-69.0118099879778,46.3096935599265,"ME",14,"1"
-67.9393670097933,46.1572594367434,"ME",14,"1"
-70.882585289107,45.0267969263004,"ME",14,"1"
-68.0198418689294,45.1166552697558,"ME",14,"0"
-69.4445157512499,44.2784023768785,"ME",14,"1"
-68.3809636835486,47.1834750735906,"ME",14,"0"
-69.3624483359951,43.97630287144,"ME",14,"1"
-69.9870179394409,44.2320473930895,"ME",14,"1"
-70.7688915185565,45.4123173214591,"ME",14,"1"
-69.7560076819832,46.7941757666503,"ME",14,"1"
-68.3678497135792,46.7801849238775,"ME",14,"0"
-70.0197182117724,45.7566319786225,"ME",14,"0"
-70.3271147138009,45.1403448336936,"ME",14,"1"
-67.6803041661506,44.5982345463803,"ME",14,"1"
-67.9143242148828,45.6422319003385,"ME",14,"1"
-69.976490809587,46.5481042400396,"ME",14,"0"
-68.5093869956213,46.1307209404826,"ME",14,"0"
-69.5710064559726,44.913703994463,"ME",14,"1"
-70.2533530443547,46.0221612837852,"ME",14,"1"
-69.6256730940309,44.5290176437462,"ME",14,"0"
-70.5207864298969,43.3720853072439,"ME",30,"0"
-70.771047031205,43.1665707756845,"ME",30,"1"
-78.5527527959645,34.4676331632059,"NC",27,"1"
-77.9309328004047,34.371008337789,"NC",27,"1"
-76.6894944378617,35.4652495757996,"NC",27,"0"
-77.3014185337468,36.525208429494,"NC",27,"1"
-78.6498374406371,35.3514238319841,"NC",27,"1"
-79.574180745013,35.2403980942154,"NC",27,"0"
-76.8206313436576,36.4748744318081,"NC",27,"1"
-77.2268960379233,35.0949505457293,"NC",27,"0"
-79.0471703431996,35.0760351334563,"NC",27,"0"
-76.6382926863775,34.9671151754991,"NC",27,"0"
-78.056223660488,35.7386606279576,"NC",27,"1"
-78.3544054057747,35.5272283203623,"NC",27,"0"
-75.8094273421897,35.911832030976,"NC",27,"0"
-77.8705510458942,36.0504939498925,"NC",27,"0"
-77.7398844471832,35.0432006520665,"NC",27,"0"
-77.9075520905236,35.3568367199606,"NC",27,"1"
-79.7949602136917,34.9686183852739,"NC",27,"1"
-79.4086228359379,34.7576941561476,"NC",27,"1"
-78.7524489189099,34.1011215070483,"NC",27,"0"
-78.0825531083825,34.8159393970065,"NC",27,"0"
-77.2344978537174,34.7756053211936,"NC",27,"1"
-78.7747067528711,34.7831324909498,"NC",27,"0"
-77.6690071350195,34.5537034999097,"NC",27,"0"
-75.8082341807512,35.6453022052848,"NC",27,"1"
-76.9163883216812,36.1818609042379,"NC",27,"0"
-76.2269723337956,35.4122302012567,"NC",27,"0"
-77.635973003405,36.2582166097972,"NC",27,"1"
-78.3279247707559,33.964927207415,"NC",27,"1"
-76.3007068099323,35.6519649137446,"NC",27,"1"
-78.063826391658,34.1372235854477,"NC",27,"0"
-77.2255081523907,35.4936236508591,"NC",27,"1"
-76.056340680002,36.2432165482336,"NC",27,"1"
-82.9149128562718,35.2757853555107,"NC",28,"0"
-81.9442551956777,36.2249037472576,"NC",28,"0"
-82.525913257816,35.8116985676309,"NC",28,"0"
-81.491018146895,36.0483853423732,"NC",28,"1"
-82.292120468787,35.4022682122939,"NC",28,"0"
-83.8264513403912,35.3694820880294,"NC",28,"0"
-82.754717311282,35.5326102854587,"NC",28,"0"
-82.4624457025081,35.1754949536051,"NC",28,"1"
-83.1906848004615,35.6561009117042,"NC",28,"1"
-81.922735633649,35.8316296648609,"NC",28,"1"
-83.2560372701699,35.0283015342643,"NC",28,"1"
-81.402649831536,36.4164727705477,"NC",28,"1"
-81.5392539505899,35.6031326680409,"NC",29,"0"
-79.2277409718037,36.3346869877494,"NC",29,"1"
-80.2947072902082,35.9917680013981,"NC",29,"0"
-79.041112810638,35.5196976081492,"NC",29,"1"
-78.1266034588861,36.0915858879946,"NC",29,"1"
-78.36668391776,36.3918399847965,"NC",29,"1"
-79.113043738892,36.0602181066461,"NC",29,"1"
-80.6861315922876,35.1875744620224,"NC",29,"0"
-79.6894875933635,35.4858188363804,"NC",29,"0"
-80.3423179107979,36.3254953711568,"NC",29,"1"
-78.7717980578911,35.7950808806651,"NC",29,"1"
-79.8455435328114,36.4312763891976,"NC",29,"1"
-80.0164326513251,35.122925805785,"NC",29,"1"
-81.0924373349744,36.2332066142236,"NC",29,"0"
-80.1913365472618,35.5930048975735,"NC",29,"0"
-80.1735029639081,34.8223071114217,"NC",29,"1"
-81.343079287294,35.9328141858048,"NC",29,"0"
-80.8004127427256,35.5635535443684,"NC",29,"0"
-80.6059384722423,36.5382950305946,"NC",29,"1"
-79.3751298442162,35.7598123877151,"NC",29,"0"
-81.3433122128782,35.229948551748,"NC",29,"0"
-81.7919337536536,35.8132431921295,"NC",29,"0"
-82.1040773345738,35.2328289862359,"NC",29,"1"
-77.8233831173234,36.3497082775802,"NC",29,"0"
-71.3548589773478,44.5585209186651,"NH",14,"0"
-71.1431198808334,44.3077488667107,"NH",14,"0"
-71.3074239784132,45.1954200394674,"NH",14,"1"
-71.6862374199001,43.6394575636357,"NH",14,"0"
-71.9578010398808,42.9336957282618,"NH",14,"0"
-71.1236826399447,43.5468465692107,"NH",14,"1"
-72.128409975606,43.5473080770105,"NH",14,"1"
-71.6203361505501,43.2790507449854,"NH",14,"0"
-71.4470141268923,43.9216149301078,"NH",14,"1"
-72.1993922297875,43.7832274593937,"NH",14,"1"
-71.1284303886224,43.1621192537918,"NH",30,"1"
-71.4948858989625,43.0380824536979,"NH",30,"0"
-74.8290235429052,41.2483663651696,"NJ",28,"0"
-74.8663375075673,40.9021659479699,"NJ",28,"1"
-74.7687125280696,40.3510800295107,"NJ",29,"0"
-74.0884157032484,40.701032478426,"NJ",29,"1"
-74.785501517176,40.0975477668413,"NJ",30,"0"
-74.8266634154407,39.1065565620854,"NJ",30,"1"
-75.0836127795158,39.7566366064638,"NJ",30,"0"
-74.1823944321791,41.0163066451616,"NJ",30,"0"
-74.0842965910952,40.2133866556075,"NJ",30,"1"
-74.6592161337123,39.3363215468086,"NJ",30,"1"
-73.5936425417958,42.4828661911875,"NY",13,"1"
-77.6998991203666,42.81542478419,"NY",13,"1"
-75.0496838203187,42.8472342007627,"NY",13,"1"
-76.9552840754064,42.5786103733408,"NY",13,"0"
-75.0597616340609,44.6139767910449,"NY",13,"0"
-76.4024507441356,43.2247913831784,"NY",13,"0"
-78.1001828044212,43.3641355383648,"NY",13,"0"
-77.140925636172,43.1817633106976,"NY",13,"1"
-75.225284380427,44.320614505757,"NY",13,"0"
-78.9826175173562,42.6046215462718,"NY",13,"1"
-74.987225652711,43.1508705233951,"NY",13,"1"
-74.0755368799426,41.8114144089304,"NY",13,"1"
-78.3897535526275,43.0339627657083,"NY",13,"0"
-79.3263839611544,42.0395931955615,"NY",13,"1"
-74.1362751563374,42.8403960764133,"NY",13,"1"
-73.7384738919611,43.0495912159875,"NY",13,"0"
-75.5073898061361,43.270775195457,"NY",13,"0"
-77.7016050517689,43.1242998213681,"NY",13,"0"
-75.8752750137217,44.1718297579853,"NY",13,"1"
-76.7332120519436,42.9614887457799,"NY",13,"1"
-75.5008974535907,43.0319685767535,"NY",13,"1"
-73.4584630577429,43.8828655799957,"NY",13,"0"
-77.0597681223624,42.806295405989,"NY",13,"1"
-73.6843206924335,42.1542591078277,"NY",13,"0"
-73.5180206794135,44.9230188743466,"NY",13,"0"
-73.5283168830449,42.8109758851773,"NY",13,"0"
-73.9777068973859,41.5474444608321,"NY",13,"1"
-73.3438192590084,43.5907438564199,"NY",13,"0"
-73.5091441769189,44.5169722196695,"NY",14,"0"
-74.7241112709324,43.3069356854057,"NY",14,"0"
-73.5837909007448,42.0555980318254,"NY",14,"0"
-75.780369282746,43.6698774548905,"NY",14,"0"
-73.7155290364589,44.3152376920135,"NY",14,"1"
-74.0697163560087,43.8397962006882,"NY",14,"1"
-74.6475244395664,44.482104704936,"NY",14,"0"
-75.498829431652,43.849147961152,"NY",14,"1"
-74.3827615106587,44.7140442547242,"NY",14,"1"
-73.5534972314472,44.0333039572899,"NY",14,"0"
-73.6945441632307,43.4987441803924,"NY",14,"1"
-75.1574583873798,44.0060166883225,"NY",14,"1"
-73.6341792867877,44.8215406287225,"NY",14,"1"
-73.4057212895457,42.4340204056139,"NY",14,"1"
-73.3135020241127,42.6744517201474,"NY",14,"0"
-75.1956383816368,43.5062809344209,"NY",14,"0"
-74.323100134814,41.5948088614386,"NY",28,"0"
-75.8999117852887,42.7572290284101,"NY",28,"0"
-77.8519095303465,42.192524620713,"NY",28,"0"
-74.8341342305707,42.230832699679,"NY",28,"0"
-74.3685851235713,42.6551869921358,"NY",28,"1"
-74.0675908213019,42.2441169324046,"NY",28,"1"
-77.3126367028646,42.4749953156459,"NY",28,"1"
-76.6860860111252,42.3765351777006,"NY",28,"0"
-74.4031002667223,42.0719080818513,"NY",28,"1"
-77.2038026946129,42.0088576007691,"NY",28,"1"
-75.6799611255763,42.4676699803811,"NY",28,"0"
-74.9356895150805,41.8744578953551,"NY",28,"1"
-78.1308727808242,42.6883148824083,"NY",28,"1"
-75.6689098303714,42.167759551811,"NY",28,"0"
-78.370352375787,42.4051782629642,"NY",28,"1"
-77.0462156237013,42.2122467039212,"NY",28,"0"
-74.3001663753847,41.3402735466538,"NY",28,"0"
-76.4279960182308,42.0468230447098,"NY",28,"0"
-78.7374191385639,42.0188541292566,"NY",28,"1"
-78.3812222336278,42.1847906201209,"NY",28,"1"
-73.1627106903997,40.8537156985339,"NY",30,"0"
-73.7382429736459,40.6959060167166,"NY",30,"1"
-80.0969451141,42.0247118031212,"PA",13,"0"
-79.5228273160251,41.9861054617254,"PA",13,"1"
-79.8982416910269,41.3887475852239,"PA",13,"0"
-80.4244684214215,40.9153734747498,"PA",13,"1"
-79.9658834586224,40.1224511774388,"PA",28,"0"
-75.3767674250816,41.4329593781823,"PA",28,"0"
-79.4298267203234,40.100125168968,"PA",28,"0"
-78.3024927425745,40.5629798986892,"PA",28,"0"
-78.3904395568951,41.317421999456,"PA",28,"0"
-79.8955756289064,41.437249035837,"PA",28,"1"
-76.3688486691086,41.9785527261161,"PA",28,"1"
-77.5498619714083,40.6924589974738,"PA",28,"1"
-78.4510712105721,40.8491900270789,"PA",28,"1"
-78.8007415118352,41.5465628144074,"PA",28,"0"
-76.7543638025906,40.8870595157816,"PA",28,"0"
-77.4545157655621,41.9316579946411,"PA",28,"0"
-78.0283389680511,41.7261540098817,"PA",28,"0"
-77.0593337944719,41.6068311711243,"PA",28,"1"
-78.2704515859942,39.7744545828215,"PA",28,"0"
-76.6417012900041,41.099194243678,"PA",28,"0"
-79.5503136357032,41.1392349598871,"PA",28,"1"
-77.4576371046342,40.1488518610309,"PA",28,"0"
-77.7194967268704,40.9727920898831,"PA",28,"1"
-75.5377785661001,40.5026486674664,"PA",28,"0"
-78.7337423173186,41.8365800634188,"PA",28,"1"
-79.0057490186464,40.8138842562303,"PA",28,"1"
-76.4996557629458,41.6817493115377,"PA",28,"0"
-75.5002095745874,40.8678055255081,"PA",28,"0"
-77.9215676538735,40.2849529213186,"PA",28,"1"
-75.8277029721957,41.3368482384328,"PA",28,"1"
-77.6083163525205,39.774069819745,"PA",28,"1"
-77.3861424576844,41.3166772761359,"PA",28,"1"
-80.4199685199079,40.5272672976336,"PA",28,"0"
-79.2551228116158,41.4109700559233,"PA",28,"1"
-74.8693078071144,41.2565107588428,"PA",28,"1"
-80.0561721205458,39.8825417850461,"PA",28,"1"
-77.2087223958307,40.3514744474806,"PA",28,"1"
-76.0946251515969,40.8325669609192,"PA",28,"1"
-75.540829555029,41.9297375821405,"PA",28,"0"
-79.9964051156016,41.0115730494349,"PA",28,"0"
-78.64014647798,40.1194540320326,"PA",28,"0"
-78.4673730706136,41.0942982808902,"PA",28,"0"
-76.4415362919084,40.3485983014848,"PA",28,"1"
-78.9931192263439,40.4824708331568,"PA",28,"0"
-79.0861492064547,39.7702403599766,"PA",28,"1"
-79.6133477985413,40.8117583097315,"PA",28,"1"
-76.4277662446172,40.6925837300678,"PA",28,"0"
-79.5876687313577,40.5251498765476,"PA",28,"0"
-76.8381315532949,41.8909864036652,"PA",28,"0"
-80.486777785251,39.7447565213548,"PA",28,"1"
-76.8824635122803,41.3663910235132,"PA",28,"1"
-75.5993404653447,41.6737712586953,"PA",28,"0"
-80.3411545769253,40.7851849538634,"PA",28,"1"
-75.3228636202961,41.076761160414,"PA",28,"0"
-77.0284027041989,40.6398191580715,"PA",28,"1"
-76.1123492019346,41.1458263635157,"PA",28,"1"
-76.6725857343353,40.153055361029,"PA",29,"1"
-75.7457708863728,39.8469782958432,"PA",29,"1"
-75.4250842254962,40.0709171764263,"PA",29,"1"
-76.0229804431026,40.2249256327765,"PA",29,"0"
-75.275343767879,40.5211930693787,"PA",29,"0"
-77.0037876648924,39.9925005413299,"PA",29,"0"
-71.815614026664,41.3641612561836,"RI",30,"0"
-71.2451354447285,41.7143474993336,"RI",30,"1"
-79.9585974858405,33.8880175210808,"SC",27,"1"
-80.214348243204,33.0670455059151,"SC",27,"0"
-79.7861396645845,34.4181216027204,"SC",27,"0"
-80.7611463203985,33.177485712035,"SC",27,"1"
-79.2976706534022,33.2176142696865,"SC",27,"1"
-80.4179268108477,32.7298729733144,"SC",27,"0"
-79.8079800193446,33.6015295019356,"SC",27,"0"
-81.7184074236969,33.2983582527828,"SC",27,"1"
-79.2765164526945,33.8614564160775,"SC",27,"1"
-81.1542129159263,33.0123857662201,"SC",27,"0"
-78.7660878556684,33.8987715700307,"SC",27,"1"
-79.8588949773161,33.2373560471053,"SC",27,"1"
-80.5372115970363,34.130422590438,"SC",27,"1"
-80.9161672354428,32.0912126105021,"SC",27,"0"
-80.1516050190346,34.2449199650341,"SC",27,"0"
-81.2391760910671,33.9012359436958,"SC",27,"1"
-80.9170566179027,32.4797163552265,"SC",27,"0"
-80.6300858560605,33.5899648445848,"SC",27,"1"
-81.3118226875676,32.7922201501263,"SC",27,"0"
-81.1629013463071,33.3340981120175,"SC",27,"1"
-80.384858276274,33.7950413632007,"SC",27,"0"
-79.2196258768297,34.2583496499041,"SC",27,"0"
-81.0882747455887,33.5628211104192,"SC",27,"1"
-79.9025432842227,32.803540088818,"SC",27,"0"
-80.3013101131977,34.4688712250348,"SC",27,"0"
-79.0786150418686,33.5372881849325,"SC",27,"0"
-81.6856753050456,33.666105067063,"SC",27,"1"
-80.1864032462368,33.4410785916859,"SC",27,"1"
-80.8087477287891,34.8547342159226,"SC",29,"1"
-82.5508378245881,34.5691469751526,"SC",29,"1"
-81.2700647524216,34.2947607108073,"SC",29,"0"
-81.9113591026224,34.3236403719499,"SC",29,"1"
-80.1625764229052,34.7618736746342,"SC",29,"0"
-81.8465727261099,33.8729199106318,"SC",29,"1"
-82.4168419422734,34.2069601466073,"SC",29,"0"
-82.2149058941288,34.7622227576763,"SC",29,"0"
-81.5780091859937,35.0076183439331,"SC",29,"1"
-81.0163848776025,34.6061434426579,"SC",29,"1"
-80.7495923839227,34.4037222880827,"SC",29,"0"
-82.3062847466135,35.0202695312705,"SC",29,"0"
-81.8821972206725,34.5524592143201,"SC",29,"1"
-82.0543119843981,33.6149751588069,"SC",29,"0"
-76.1627833158003,36.7168097602982,"VA",27,"1"
-77.3736016202744,37.0576798933092,"VA",27,"0"
-77.0029412101662,36.8005966721546,"VA",27,"0"
-77.0514070619587,36.5586557570416,"VA",27,"1"
-79.8914409184142,37.6253514091207,"VA",28,"0"
-78.8345150058382,38.7044911427484,"VA",28,"1"
-78.9778179294656,38.2546291510025,"VA",28,"0"
-81.4413928105078,36.6396100508201,"VA",28,"1"
-82.4194356770556,36.9400925178779,"VA",28,"0"
-80.9340408832142,36.989829944751,"VA",28,"0"
-79.3012281242971,38.0658743396455,"VA",28,"0"
-81.998195989494,36.6164926009915,"VA",28,"1"
-81.5062112126396,37.0152102807404,"VA",28,"1"
-78.7744355154917,37.8348888957509,"VA",28,"0"
-82.9914785590459,36.7873686493987,"VA",28,"1"
-80.3620024514977,37.0030525970407,"VA",28,"0"
-80.8459997234321,36.5867800882405,"VA",28,"1"
-81.9557714478583,37.2639169707704,"VA",28,"1"
-77.7851416719808,39.1849189835637,"VA",28,"0"
-79.2842026472936,37.6842131410031,"VA",28,"0"
-80.4604901745825,37.3488973163143,"VA",28,"1"
