"state","id","Route.Stop","name","start_date_j","start_month","hour","start_time_s","start_time_c","start_time_cat","Route.Latitude","Route.Longitude","year","stop_des","wind","sky","noise","cars","moon","dir","species","min.1","min.2","min.3","min.4","min.5","min.6","TotalDetections","MaxDetections","st_id","BCR","site"
"GA","279332",6,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",2,2,3,4,3,2,16,4,"GA--279332",NA,"GA--279332..6"
"GA","279332",7,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",1,1,1,1,0,0,4,1,"GA--279332",NA,"GA--279332..7"
"GA","279332",8,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",2,2,3,2,2,3,14,3,"GA--279332",NA,"GA--279332..8"
"GA","279332",9,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",3,2,3,3,3,3,17,3,"GA--279332",NA,"GA--279332..9"
"GA","279332",8,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",1,1,0,NA,"1",NA,"CWWI",2,2,2,2,2,4,14,4,"GA--279332",NA,"GA--279332..8"
"GA","279332",2,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",1,1,1,0,1,2,6,2,"GA--279332",NA,"GA--279332..2"
"GA","279332",3,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",2,3,3,3,2,4,17,4,"GA--279332",NA,"GA--279332..3"
"GA","279332",4,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,0,NA,"1",NA,"CWWI",2,2,2,2,2,3,13,3,"GA--279332",NA,"GA--279332..4"
"GA","279332",5,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",1,2,2,1,1,1,8,2,"GA--279332",NA,"GA--279332..5"
"GA","279332",6,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",2,2,2,1,1,1,9,2,"GA--279332",NA,"GA--279332..6"
"GA","279332",2,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",1,2,0,NA,"1",NA,"CWWI",4,3,4,3,2,2,18,4,"GA--279332",NA,"GA--279332..2"
"GA","279332",3,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",1,2,0,NA,"1",NA,"CWWI",3,3,4,3,4,4,21,4,"GA--279332",NA,"GA--279332..3"
"GA","279332",7,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",1,1,0,NA,"1",NA,"CWWI",2,1,1,1,0,1,6,2,"GA--279332",NA,"GA--279332..7"
"GA","279332",1,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",3,3,3,2,2,2,15,3,"GA--279332",NA,"GA--279332..1"
"GA","279332",10,"CHARLTON7366",143,5,21,-0.688354575693754,0.725374371012288,"dusk",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",1,2,2,2,2,1,10,2,"GA--279332",NA,"GA--279332..10"
"GA","279332",6,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",1,2,0,NA,"1",NA,"CWWI",2,2,1,0,0,0,5,2,"GA--279332",NA,"GA--279332..6"
"GA","279332",1,"CHARLTON7366",308,11,21,-0.681998360062499,0.73135370161917,"dusk",NA,NA,2022,"",1,0,0,NA,"1",NA,"CWWI",1,3,2,2,1,1,10,3,"GA--279332",NA,"GA--279332..1"
"GA","279332",4,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",0,2,0,NA,"0",NA,"CWWI",2,2,2,0,1,1,8,2,"GA--279332",NA,"GA--279332..4"
"GA","279332",5,"CHARLTON7366",159,6,2,0.540974471367994,0.841039012964393,"night",NA,NA,2015,"",0,2,0,NA,"0",NA,"CWWI",3,3,2,2,2,2,14,3,"GA--279332",NA,"GA--279332..5"
"GA","279332",9,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,2,0,NA,"1",NA,"CWWI",1,2,2,2,2,2,11,2,"GA--279332",NA,"GA--279332..9"
"GA","279332",10,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,2,1,NA,"1",NA,"CWWI",3,3,3,1,1,2,13,3,"GA--279332",NA,"GA--279332..10"
"GA","279332",6,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,1,0,NA,"1",NA,"CWWI",0,1,1,0,0,0,2,1,"GA--279332",NA,"GA--279332..6"
"GA","279332",5,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,1,1,0,2,1,"GA--279332",NA,"GA--279332..5"
"GA","279332",8,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,1,0,NA,"1",NA,"CWWI",4,5,4,5,4,4,26,5,"GA--279332",NA,"GA--279332..8"
"GA","279332",7,"CHARLTON7366",182,7,23,-0.0305385132098228,0.999533590836713,"night",NA,NA,2018,"",1,2,0,NA,"1",NA,"CWWI",2,2,1,2,1,0,8,2,"GA--279332",NA,"GA--279332..7"
"GA","279336",2,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,1,1,1,"GA--279336",NA,"GA--279336..2"
"GA","279336",3,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",1,0,0,NA,"1",NA,"CWWI",0,1,1,1,1,1,5,1,"GA--279336",NA,"GA--279336..3"
"GA","279336",4,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",1,0,0,NA,"1",NA,"CWWI",0,1,1,1,1,1,5,1,"GA--279336",NA,"GA--279336..4"
"GA","279336",5,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",1,0,0,NA,"1",NA,"CWWI",2,2,2,2,2,3,13,3,"GA--279336",NA,"GA--279336..5"
"GA","279336",7,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",1,0,0,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279336",NA,"GA--279336..7"
"GA","279336",10,"Dawson",142,5,21,-0.608761429008721,0.793353340291235,"dusk",NA,NA,2016,"",1,0,0,NA,"1",NA,"CWWI",3,3,3,3,3,3,18,3,"GA--279336",NA,"GA--279336..10"
"GA","279339",10,"Winder",129,5,21,-0.707106781186548,0.707106781186547,"dusk",NA,NA,2017,"",1,0,0,NA,"1",NA,"CWWI",0,0,1,0,0,0,1,1,"GA--279339",NA,"GA--279339..10"
"GA","279340",2,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,0,1,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279340",NA,"GA--279340..2"
"GA","279340",3,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,0,1,NA,"1",NA,"CWWI",1,2,2,2,2,2,11,2,"GA--279340",NA,"GA--279340..3"
"GA","279340",4,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,0,1,NA,"1",NA,"CWWI",2,2,2,2,2,2,12,2,"GA--279340",NA,"GA--279340..4"
"GA","279340",5,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,1,1,NA,"1",NA,"CWWI",2,2,3,2,3,2,14,3,"GA--279340",NA,"GA--279340..5"
"GA","279340",7,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,1,1,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279340",NA,"GA--279340..7"
"GA","279340",9,"Brandon Farm Loop",165,6,22,-0.296541574975571,0.955019944457187,"night",NA,NA,2019,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,1,1,1,"GA--279340",NA,"GA--279340..9"
"GA","279340",4,"Brandon Farm Loop",157,6,21,-0.636078220277765,0.771624583387719,"dusk",NA,NA,2017,"",1,1,1,NA,"1",NA,"CWWI",3,3,2,2,1,2,13,3,"GA--279340",NA,"GA--279340..4"
"GA","279340",5,"Brandon Farm Loop",157,6,21,-0.636078220277765,0.771624583387719,"dusk",NA,NA,2017,"",1,1,1,NA,"1",NA,"CWWI",0,1,1,1,3,2,8,3,"GA--279340",NA,"GA--279340..5"
"GA","279340",10,"Brandon Farm Loop",157,6,21,-0.636078220277765,0.771624583387719,"dusk",NA,NA,2017,"",1,1,1,NA,"1",NA,"CWWI",1,1,1,1,2,2,8,2,"GA--279340",NA,"GA--279340..10"
"GA","279340",3,"Brandon Farm Loop",145,5,21,-0.649448048330184,0.76040596560003,"dusk",NA,NA,2018,"",1,2,2,NA,"1",NA,"CWWI",2,2,2,1,2,1,10,2,"GA--279340",NA,"GA--279340..3"
"GA","279340",4,"Brandon Farm Loop",145,5,21,-0.649448048330184,0.76040596560003,"dusk",NA,NA,2018,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,1,1,0,2,1,"GA--279340",NA,"GA--279340..4"
"GA","279340",7,"Brandon Farm Loop",145,5,21,-0.649448048330184,0.76040596560003,"dusk",NA,NA,2018,"",1,2,2,NA,"1",NA,"CWWI",1,1,1,2,0,1,6,2,"GA--279340",NA,"GA--279340..7"
"GA","279340",5,"Brandon Farm Loop",145,5,21,-0.649448048330184,0.76040596560003,"dusk",NA,NA,2018,"",1,1,1,NA,"1",NA,"CWWI",1,1,0,0,0,0,2,1,"GA--279340",NA,"GA--279340..5"
"GA","279342",2,"Hall01",129,5,21,-0.678800745532942,0.734322509435686,"dusk",NA,NA,2017,"",1,0,2,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279342",NA,"GA--279342..2"
"GA","279342",4,"Hall01",129,5,21,-0.678800745532942,0.734322509435686,"dusk",NA,NA,2017,"",1,0,0,NA,"1",NA,"CWWI",0,1,0,0,0,0,1,1,"GA--279342",NA,"GA--279342..4"
"GA","279342",5,"Hall01",129,5,21,-0.678800745532942,0.734322509435686,"dusk",NA,NA,2017,"",1,0,1,NA,"1",NA,"CWWI",1,0,0,0,0,0,1,1,"GA--279342",NA,"GA--279342..5"
"GA","279342",8,"Hall01",129,5,21,-0.678800745532942,0.734322509435686,"dusk",NA,NA,2017,"",1,0,1,NA,"1",NA,"CWWI",1,3,1,2,2,2,11,3,"GA--279342",NA,"GA--279342..8"
"GA","279342",8,"Hall01",138,5,22,-0.337916718003327,0.941176015256371,"night",NA,NA,2019,"",1,0,0,NA,"1",NA,"CWWI",1,2,1,1,1,0,6,2,"GA--279342",NA,"GA--279342..8"
"GA","279342",9,"Hall01",138,5,22,-0.337916718003327,0.941176015256371,"night",NA,NA,2019,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,1,0,1,1,"GA--279342",NA,"GA--279342..9"
"GA","279342",5,"Hall01",138,5,22,-0.337916718003327,0.941176015256371,"night",NA,NA,2019,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,1,1,2,1,"GA--279342",NA,"GA--279342..5"
"GA","279348",1,"Franklin 01",139,5,3,0.740218127486832,0.672366807434668,"night",NA,NA,2022,"",1,0,3,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279348",NA,"GA--279348..1"
"GA","279348",2,"Franklin 01",139,5,3,0.740218127486832,0.672366807434668,"night",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",2,2,2,3,2,2,13,3,"GA--279348",NA,"GA--279348..2"
"GA","279348",4,"Franklin 01",139,5,3,0.740218127486832,0.672366807434668,"night",NA,NA,2022,"",1,0,2,NA,"1",NA,"CWWI",2,3,3,2,2,2,14,3,"GA--279348",NA,"GA--279348..4"
"GA","279348",5,"Franklin 01",139,5,3,0.740218127486832,0.672366807434668,"night",NA,NA,2022,"",1,0,2,NA,"1",NA,"CWWI",2,2,2,2,2,2,12,2,"GA--279348",NA,"GA--279348..5"
"GA","279348",7,"Franklin 01",139,5,3,0.740218127486832,0.672366807434668,"night",NA,NA,2022,"",1,0,2,NA,"1",NA,"CWWI",0,0,1,1,0,0,2,1,"GA--279348",NA,"GA--279348..7"
"GA","279348",1,"Franklin 01",127,5,3,0.743144825477394,0.669130606358858,"night",NA,NA,2020,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,1,1,1,3,1,"GA--279348",NA,"GA--279348..1"
"GA","279348",2,"Franklin 01",127,5,3,0.743144825477394,0.669130606358858,"night",NA,NA,2020,"",1,0,1,NA,"1",NA,"CWWI",3,2,3,3,3,2,16,3,"GA--279348",NA,"GA--279348..2"
"GA","279348",3,"Franklin 01",127,5,3,0.743144825477394,0.669130606358858,"night",NA,NA,2020,"",1,0,3,NA,"1",NA,"CWWI",1,2,2,3,0,0,8,3,"GA--279348",NA,"GA--279348..3"
"GA","279348",4,"Franklin 01",127,5,3,0.743144825477394,0.669130606358858,"night",NA,NA,2020,"",1,0,3,NA,"1",NA,"CWWI",3,1,1,0,0,0,5,3,"GA--279348",NA,"GA--279348..4"
"GA","279348",5,"Franklin 01",127,5,3,0.743144825477394,0.669130606358858,"night",NA,NA,2020,"",1,0,3,NA,"1",NA,"CWWI",0,1,0,1,0,0,2,1,"GA--279348",NA,"GA--279348..5"
"GA","279348",1,"Franklin 01",150,5,3,0.854911870672946,0.518773258160522,"night",NA,NA,2021,"",1,2,3,NA,"1",NA,"CWWI",2,1,2,2,1,1,9,2,"GA--279348",NA,"GA--279348..1"
"GA","279348",2,"Franklin 01",150,5,3,0.854911870672946,0.518773258160522,"night",NA,NA,2021,"",1,2,0,NA,"1",NA,"CWWI",1,2,2,2,2,2,11,2,"GA--279348",NA,"GA--279348..2"
"GA","279348",3,"Franklin 01",150,5,3,0.854911870672946,0.518773258160522,"night",NA,NA,2021,"",1,2,3,NA,"1",NA,"CWWI",1,2,2,2,0,0,7,2,"GA--279348",NA,"GA--279348..3"
"GA","279348",6,"Franklin 01",150,5,3,0.854911870672946,0.518773258160522,"night",NA,NA,2021,"",1,1,2,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279348",NA,"GA--279348..6"
"GA","279348",7,"Franklin 01",150,5,3,0.854911870672946,0.518773258160522,"night",NA,NA,2021,"",1,1,3,NA,"1",NA,"CWWI",2,1,2,2,2,2,11,2,"GA--279348",NA,"GA--279348..7"
"GA","279348",1,"Franklin 01",136,5,21,-0.700909264299851,0.713250449154182,"dusk",NA,NA,2019,"",1,0,3,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279348",NA,"GA--279348..1"
"GA","279348",2,"Franklin 01",136,5,21,-0.700909264299851,0.713250449154182,"dusk",NA,NA,2019,"",1,0,3,NA,"1",NA,"CWWI",1,2,3,3,3,2,14,3,"GA--279348",NA,"GA--279348..2"
"GA","279348",4,"Franklin 01",136,5,21,-0.700909264299851,0.713250449154182,"dusk",NA,NA,2019,"",1,0,3,NA,"1",NA,"CWWI",0,1,0,1,1,1,4,1,"GA--279348",NA,"GA--279348..4"
"GA","279348",5,"Franklin 01",136,5,21,-0.700909264299851,0.713250449154182,"dusk",NA,NA,2019,"",1,0,3,NA,"1",NA,"CWWI",1,1,0,1,1,1,5,1,"GA--279348",NA,"GA--279348..5"
"GA","279348",7,"Franklin 01",144,5,21,-0.707106781186548,0.707106781186547,"dusk",NA,NA,2018,"",1,0,0,NA,"1",NA,"CWWI",1,0,0,0,1,0,2,1,"GA--279348",NA,"GA--279348..7"
"GA","279348",1,"Franklin 01",144,5,21,-0.707106781186548,0.707106781186547,"dusk",NA,NA,2018,"",1,0,2,NA,"1",NA,"CWWI",1,1,1,1,2,1,7,2,"GA--279348",NA,"GA--279348..1"
"GA","279348",2,"Franklin 01",144,5,21,-0.707106781186548,0.707106781186547,"dusk",NA,NA,2018,"",1,0,0,NA,"1",NA,"CWWI",2,2,2,2,2,2,12,2,"GA--279348",NA,"GA--279348..2"
"GA","279349",7,"River north macon",137,5,21,-0.707106781186548,0.707106781186547,"dusk",NA,NA,2019,"",1,0,2,NA,"1",NA,"CWWI",0,0,1,1,0,0,2,1,"GA--279349",NA,"GA--279349..7"
"GA","279350",1,"panther creek",136,5,0,0.0218148850345611,0.999762027079909,"night",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,1,1,1,"GA--279350",NA,"GA--279350..1"
"GA","279350",3,"panther creek",136,5,0,0.0218148850345611,0.999762027079909,"night",NA,NA,2022,"",1,0,1,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279350",NA,"GA--279350..3"
"GA","279350",1,"panther creek",127,5,23,-0.0654031292301428,0.997858923238603,"night",NA,NA,2020,"",1,0,1,NA,"1",NA,"CWWI",1,1,1,0,1,1,5,1,"GA--279350",NA,"GA--279350..1"
"GA","279350",2,"panther creek",127,5,23,-0.0654031292301428,0.997858923238603,"night",NA,NA,2020,"",1,0,2,NA,"1",NA,"CWWI",0,0,1,0,1,1,3,1,"GA--279350",NA,"GA--279350..2"
"GA","279350",5,"panther creek",127,5,23,-0.0654031292301428,0.997858923238603,"night",NA,NA,2020,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,1,0,1,1,"GA--279350",NA,"GA--279350..5"
"GA","279350",1,"panther creek",145,5,23,-0.165047605860678,0.986285601537231,"night",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"GA--279350",NA,"GA--279350..1"
"GA","279350",2,"panther creek",145,5,23,-0.165047605860678,0.986285601537231,"night",NA,NA,2021,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,1,1,2,1,"GA--279350",NA,"GA--279350..2"
"MD","460027",10,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.23139,-76.58972,2010,"",NA,0,1,NA,NA,NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460027",30,"MD--460027..10"
"MD","460027",1,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.16889,-76.54444,2010,"",NA,0,1,NA,NA,NA,"CWWI",0,1,0,0,0,0,1,1,"MD--460027",30,"MD--460027..1"
"MD","460027",6,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.21139,-76.52833,2010,"",NA,0,1,NA,NA,NA,"CWWI",0,0,1,1,1,2,5,2,"MD--460027",30,"MD--460027..6"
"MD","460027",3,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.17694,-76.51861,2010,"",NA,1,3,NA,NA,NA,"CWWI",1,0,0,0,0,0,1,1,"MD--460027",30,"MD--460027..3"
"MD","460027",7,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.22333,-76.53861,2010,"",NA,0,2,NA,NA,NA,"CWWI",1,1,1,1,0,0,4,1,"MD--460027",30,"MD--460027..7"
"MD","460027",7,"TALL TIMBERS",176,6,15,-0.707106781186547,-0.707106781186548,"day",38.22333,-76.53861,2008,"",NA,0,2,NA,NA,NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460027",30,"MD--460027..7"
"MD","460027",2,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.16833,-76.53306,2010,"",NA,0,2,NA,NA,NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460027",30,"MD--460027..2"
"MD","460027",9,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.22306,-76.57333,2010,"",NA,0,3,NA,NA,NA,"CWWI",0,0,0,0,0,1,1,1,"MD--460027",30,"MD--460027..9"
"MD","460027",8,"TALL TIMBERS",144,5,10,0.461748613235034,-0.887010833178222,"day",38.22528,-76.55556,2010,"",NA,0,1,NA,NA,NA,"CWWI",1,3,2,2,3,2,13,3,"MD--460027",30,"MD--460027..8"
"MD","460027",6,"TALL TIMBERS",176,6,15,-0.707106781186547,-0.707106781186548,"day",38.21139,-76.52833,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,1,1,1,2,5,2,"MD--460027",30,"MD--460027..6"
"MD","460042",3,"HONGA",157,6,9,0.652759752462722,-0.75756498438405,"dawn",38.4032,-76.22988,2009,"",1,2,1,NA,"1",NA,"CWWI",0,0,0,1,0,0,1,1,"MD--460042",30,"MD--460042..3"
"MD","460048",10,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.16658,-75.30524,2014,"",1,0,1,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460048",30,"MD--460048..10"
"MD","460048",9,"NEWARK",144,5,23,-0.186524036008735,0.98245039772551,"night",38.18804,-75.30175,2016,"",1,0,0,NA,"1",NA,"CWWI",0,1,1,1,1,1,5,1,"MD--460048",30,"MD--460048..9"
"MD","460048",7,"NEWARK",155,6,21,-0.707106781186548,0.707106781186547,"dusk",38.2146,-75.29464,2012,"",1,2,1,NA,"1",NA,"CWWI",1,2,2,1,2,2,10,2,"MD--460048",30,"MD--460048..7"
"MD","460048",2,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.23552,-75.2803,2014,"",1,0,1,NA,"1",NA,"CWWI",1,0,0,0,1,0,2,1,"MD--460048",30,"MD--460048..2"
"MD","460048",8,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.20215,-75.29694,2014,"",1,0,0,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460048",30,"MD--460048..8"
"MD","460048",9,"NEWARK",167,6,20,-0.716301943424654,0.69779045984168,"dusk",38.18804,-75.30175,2013,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,1,0,0,1,1,"MD--460048",30,"MD--460048..9"
"MD","460048",6,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.2268,-75.3009,2014,"",1,0,1,NA,"1",NA,"CWWI",3,2,2,3,3,2,15,3,"MD--460048",30,"MD--460048..6"
"MD","460048",7,"NEWARK",144,5,23,-0.186524036008735,0.98245039772551,"night",38.2146,-75.29464,2016,"",1,0,0,NA,"1",NA,"CWWI",1,0,0,0,0,1,2,1,"MD--460048",30,"MD--460048..7"
"MD","460048",2,"NEWARK",159,6,8,0.731353701619171,-0.681998360062498,"dawn",38.23552,-75.2803,2011,"",NA,1,1,NA,NA,NA,"CWWI",0,1,1,0,0,1,3,1,"MD--460048",30,"MD--460048..2"
"MD","460048",1,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.22448,-75.26624,2014,"",1,0,0,NA,"1",NA,"CWWI",1,0,0,1,0,1,3,1,"MD--460048",30,"MD--460048..1"
"MD","460048",6,"NEWARK",144,5,23,-0.186524036008735,0.98245039772551,"night",38.2268,-75.3009,2016,"",1,0,0,NA,"1",NA,"CWWI",0,0,1,1,1,1,4,1,"MD--460048",30,"MD--460048..6"
"MD","460048",8,"NEWARK",155,6,21,-0.707106781186548,0.707106781186547,"dusk",38.20215,-75.29694,2012,"",0,2,0,NA,"0",NA,"CWWI",2,2,2,2,2,2,12,2,"MD--460048",30,"MD--460048..8"
"MD","460048",2,"NEWARK",167,6,20,-0.716301943424654,0.69779045984168,"dusk",38.23552,-75.2803,2013,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,1,1,2,1,"MD--460048",30,"MD--460048..2"
"MD","460048",6,"NEWARK",159,6,8,0.731353701619171,-0.681998360062498,"dawn",38.2268,-75.3009,2011,"",NA,1,1,NA,NA,NA,"CWWI",2,2,2,2,2,1,11,2,"MD--460048",30,"MD--460048..6"
"MD","460048",7,"NEWARK",130,5,20,-0.793353340291235,0.608761429008721,"dusk",38.2146,-75.29464,2014,"",1,0,0,NA,"1",NA,"CWWI",2,2,2,2,2,2,12,2,"MD--460048",30,"MD--460048..7"
"MD","460048",6,"NEWARK",167,6,20,-0.716301943424654,0.69779045984168,"dusk",38.2268,-75.3009,2013,"",1,1,2,NA,"1",NA,"CWWI",1,1,0,1,1,1,5,1,"MD--460048",30,"MD--460048..6"
"MD","460048",7,"NEWARK",159,6,8,0.731353701619171,-0.681998360062498,"dawn",38.2146,-75.29464,2011,"",NA,1,2,NA,NA,NA,"CWWI",1,1,1,0,1,2,6,2,"MD--460048",30,"MD--460048..7"
"MD","460048",1,"NEWARK",155,6,21,-0.707106781186548,0.707106781186547,"dusk",38.22448,-75.26624,2012,"",0,1,1,NA,"0",NA,"CWWI",0,0,1,1,1,1,4,1,"MD--460048",30,"MD--460048..1"
"MD","460048",10,"NEWARK",167,6,20,-0.716301943424654,0.69779045984168,"dusk",38.16658,-75.30524,2013,"",1,0,2,NA,"1",NA,"CWWI",0,0,1,1,0,1,3,1,"MD--460048",30,"MD--460048..10"
"MD","460048",7,"NEWARK",145,5,21,-0.69779045984168,0.716301943424654,"dusk",38.2146,-75.29464,2015,"",1,0,0,NA,"1",NA,"CWWI",0,0,1,1,0,0,2,1,"MD--460048",30,"MD--460048..7"
"MD","460049",10,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,0,3,NA,"1",NA,"CWWI",0,1,1,1,1,1,5,1,"MD--460049",30,"MD--460049..10"
"MD","460049",6,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,1,0,NA,"1",NA,"CWWI",3,3,3,1,2,2,14,3,"MD--460049",30,"MD--460049..6"
"MD","460049",3,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,0,0,NA,"1",NA,"CWWI",3,3,3,3,3,3,18,3,"MD--460049",30,"MD--460049..3"
"MD","460049",7,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,0,1,NA,"1",NA,"CWWI",1,0,1,2,1,4,9,4,"MD--460049",30,"MD--460049..7"
"MD","460049",4,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,0,0,NA,"1",NA,"CWWI",1,1,1,1,1,1,6,1,"MD--460049",30,"MD--460049..4"
"MD","460049",1,"SINEPUXENT",157,6,1,0.258819045102521,0.965925826289068,"night",38.24755,-75.15227,2015,"",1,0,1,NA,"1",NA,"CWWI",0,0,1,2,1,2,6,2,"MD--460049",30,"MD--460049..1"
"MD","460150",4,"INDIANTOWN",156,6,9,0.58070295571094,-0.814115518356319,"dawn",38.20181,-75.41114,2009,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,1,1,1,3,1,"MD--460150",30,"MD--460150..4"
"MD","460150",5,"INDIANTOWN",156,6,9,0.58070295571094,-0.814115518356319,"dawn",38.20181,-75.41114,2009,"",1,0,2,NA,"1",NA,"CWWI",2,1,1,2,2,0,8,2,"MD--460150",30,"MD--460150..5"
